name,genre,rating_val,nearest_station,address
camelback sandwich&espresso,"cafe, sandwich",3.6,yoyogi koen station,東京都渋谷区神山町42-2
maruyuki,ramen,3.6,musashisakai station,東京都武蔵野市境2-14-12 スイングマンション　１Ｆ
maji curry kanda jimbocho store,"curry rice, set meal/dining room, indian food",3.6,jimbocho station,東京都千代田区神田小川町3-10-7
onion head bud,ramen,3.6,kanamecho station,東京都豊島区西池袋5-26-14
general mensho,ramen,3.6,shibuya station,東京都渋谷区宇田川町15-1 渋谷パルコ B1F
aoyama asada,"japanese cuisine, local cuisine (others)",3.6,gaienmae station,東京都港区北青山2-7-13 プラセオ青山 　Ｂ１Ｆ
lithuanian,western confectionery (other),3.6,shintomicho station,東京都中央区新富2-9-6 網代ビル 1F
kofinova,"cafe, coffee specialty store",3.6,kuramae station,東京都台東区蔵前3-20-5 ハッピーメゾン蔵前 1F
roppongi moncher tonton,"teppanyaki, steak, seafood",3.6,roppongi station,東京都港区六本木3-12-2
grassy area,"ramen, gyoza, chinese food",3.6,eifukucho station,東京都杉並区大宮1-1-1
bread board,"bread, western sweets (other)",3.6,iogi station,東京都杉並区上井草1-24-14
hagakure,"yakitori, skewers, yakitori",3.6,shibuya station,東京都渋谷区渋谷2-8-11
tonkatsu.jp omotesando,"pork cutlet, set meal/dining room, fried food",3.6,omotesando station,東京都港区北青山3-9-9 FNビル 1F
salon ginza sabou,"cafe, parfait, set meal/dining room",3.6,ginza station,東京都中央区銀座5-2-1 東急プラザ銀座 B2F
uraraka,"bagel, cafe, sandwich",3.6,shimotakaido station,東京都世田谷区赤堤4-46-6 香松ビル1F
narumen,ramen,3.6,ookayama station,東京都大田区北千束3-16-10
brothers nihonbashi takashimaya store,"hamburger, cafe, dining bar",3.6,nihonbashi station,東京都中央区日本橋 2-5-1 日本橋高島屋S.C. 新館 7F
tsukiji cultural person,soba,3.6,tsukiji station,東京都中央区築地1-12-16 プレミアム銀座イースト 1F
tripod,"izakaya, seafood/seafood dishes, sake bar",3.6,shinjuku sanchome station,東京都新宿区新宿3-12-12 Ｂ１Ｆ
ramen jiro sengawa branch,ramen,3.6,sengawa station,東京都調布市仙川町1-10-17
arcachon nerima store,"cake, bread",3.6,nerima station,東京都練馬区練馬1-25-5 エヌ・ワイコート練馬 101
niboshi mania,ramen,3.6,kamata station,東京都大田区西蒲田8-2-1 西蒲田スカイハイツ108B
chinese noodles ladder akasaka store,"dandan noodles, ramen, dim sum/dim sum",3.6,tameike sanno station,東京都港区赤坂2-2-21 永田町法曹ビル　１Ｆ
tempura osaka,tempura,3.6,toranomon hills station,東京都港区西新橋2-13-16 多田ビル　１Ｆ
homemade aged noodles yoshioka tabata,ramen,3.6,tabata station,東京都北区東田端2-9-1 第二田島ビル 1F
ramen benkei asakusa main store,"ramen, tsukemen, gyoza",3.6,asakusa (tobu/toei/metro) station,東京都台東区花川戸2-17-9
shojin ryori daigo,japanese food,3.6,kamiyacho station,東京都港区愛宕2-3-1 201
lee nanhe daikanyama,"korean food, yakiniku, asian/ethnic food (others)",3.6,daikanyama station,東京都渋谷区代官山町20-20 モンシェリー代官山 B1F
indian canteen ami,"indian curry, indian food",3.6,komazawa university station,東京都世田谷区弦巻2-8-15
koike no ikei,ramen,3.6,sugamo station,東京都文京区千石4-25-6 夏野マンション102
la brange naif,"bread, western sweets (other)",3.6,wakabayashi station,東京都世田谷区若林3-33-16 第一愛和ビル 1F
matsunami ramen shop,"ramen, tsukemen, dandanmen",3.6,shoin shrine-mae station,東京都世田谷区若林3-19-7
shrimp noodle shrimp pota,"ramen, abura soba, tsukemen",3.6,shimbashi station,東京都港区新橋2-15-12 KLセントラルビル 1F
taguchi bakery,"bread, bagels",3.6,nishi-ogikubo station,東京都杉並区西荻北4-26-10
beckalei blauberg,bread,3.6,shirokane takanawa station,東京都港区白金3-9-6
stone-ground udon shuhari,"udon, izakaya, seafood dishes",3.6,kinshicho station,東京都墨田区錦糸2-5-10 私学ビル B1F
zhen々xuan,"ramen, gyoza, chinese food",3.6,keisei ueno station,東京都台東区上野6-12-2
cellar bar,bar,3.6,waseda (toden) station,東京都新宿区戸塚町1-104-19 リーガロイヤルホテル東京 1F
devil curry,curry rice,3.6,kitasenju station,東京都足立区千住1-39-12
japanese sake and japanese food slope,"japanese cuisine, japanese food (others), izakaya",3.6,ebisu station,東京都渋谷区恵比寿西1-3-8 廣田ビル 2F
xiangfeiyuan,chinese cuisine,3.6,roppongi station,東京都港区六本木3-8-15 瀬里奈ビレッジ　２Ｆ
momofuku,"yakitori, izakaya, sake bar",3.6,ningyocho station,東京都中央区日本橋人形町2-26-14
iwase,"izakaya, seafood/seafood dishes, japanese food (other)",3.6,ningyocho station,東京都中央区日本橋人形町1-5-10
hubmore curry,"curry (other), creative cuisine, izakaya/dining bar (other)",3.6,daikanyama station,東京都渋谷区猿楽町2-13 F93 Daikanyama 1F
araliya lanka,"sri lankan cuisine, curry (others), cafes (others)",3.6,gotanda station,東京都品川区西五反田2-12-15 五反田リーラハイタウン 1F
yakiniku meimon,"yakiniku, horumon",3.6,akebonobashi station,東京都新宿区舟町11 松川ビル　１Ｆ
miyabi roppongi store,"yakiniku, offal, steak",3.6,azabujuban station,東京都港区六本木5-18-21 ファイブプラザビル １F
amber,bar,3.6,ueno hirokoji station,東京都文京区湯島3-44-1 高橋ビル 1F
menya kaijin kichijoji store,ramen,3.6,kichijoji station,東京都武蔵野市吉祥寺南町1-5-9 くまもとビル 2F
tori no ogikubo store,"yakitori, chicken dishes, sake bar",3.6,ogikubo station,東京都杉並区上荻1-6-11 2階、3階
bäckerei thüringer wald,bread,3.6,suehirocho station,東京都文京区湯島3-3-1 細海ビル 1F
egg baby cafe,"cafe, sandwiches, sweets (other)",3.6,okachimachi station,東京都台東区上野5-10-9
cafe apple,"cafe, cake, coffee specialty store",3.6,ningyocho station,東京都中央区日本橋人形町3-4-13 日本橋石田ビル 1F
mensho goya,"ramen, tsukemen",3.6,kamata station,東京都大田区蒲田5-21-11
shaved iceryan,shaved ice,3.6,yotsuya sanchome station,東京都新宿区荒木町7 野崎ビル 1F
crème de la crème roppongi hills,cake,3.6,roppongi station,東京都港区六本木6-10-1 ヒルサイド 2F
avasque ichas etamendi,"french, western cuisine (other), spanish cuisine",3.6,shibuya station,東京都渋谷区渋谷2-12-11 松下ビル １Ｆ
spice life,"asian/ethnic cuisine (others), indian curry",3.6,gakugeidaigaku station,東京都目黒区鷹番2-20-14
asian kappo rengetsu,"gyoza, chinese food",3.6,nogizaka station,東京都港区南青山1-23-7 Grange南青山 101
tokyo new mixture noodle yatagarasu chikarabo,ramen,3.6,suidobashi station,東京都千代田区神田三崎町3-7-13 三大ビル B1F
ramen taniseya,ramen,3.6,shimbashi station,東京都港区新橋3-11-1 イーグル烏森ビル 1F
east india curry company,"curry rice, rice ball, bento box",3.6,fudozen station,東京都品川区西五反田4-32-15 石井ビル　１Ｆ
shionuki,"ramen, tsukemen",3.6,ebisu station,東京都渋谷区恵比寿3-3-2
spring and autumn,shanghai cuisine,3.6,hiroo station,東京都港区南青山7-14-5 針村ビル 1F
ansu matoba,"bread, sandwich",3.59,asakusa (tsukuba exp) station,東京都台東区浅草3-3-2
dongting,"dumplings, tea and snacks",3.59,mukaihara station,東京都豊島区東池袋2-50-13
bar el laguito,bar,3.59,yotsuya sanchome station,東京都新宿区荒木町2-14 アイエス２ビル 3F
deep-fried skewers yichigawa,"deep-fried skewers, izakaya, creative cuisine",3.59,kinshicho station,東京都墨田区錦糸1-7-15 TZビル 1F
sardine cuisine suzu taro kanda branch,"izakaya, seafood dishes",3.59,kanda station,東京都千代田区内神田3-22-4 小松ビル 1F・2F
pizza strada,"pizza, italian",3.59,azabu juban station,東京都港区麻布十番3-6-2 NS麻布十番ビル 1F
old man fukagawa,"soba, tempura",3.59,kiyosumi-shirakawa station,東京都江東区常盤2-12-12 RR tokiwa 1F
xiaogu canteen,"hamburg steak, european curry, sweets (other)",3.59,toyocho station,東京都江東区東陽3-26-11
cafe terrace pont neuf,"coffee shop, pasta, curry rice",3.59,shimbashi station,東京都港区新橋2-20-15 新橋駅前ビル1号館 1F
charcoal-grilled fish seasonal dishes sakamoto,japanese food,3.59,yotsuya station,東京都新宿区四谷1-23-9 YOK BUILD 1F
les piccolo,"bistro, wine bar, modern french",3.59,iidabashi station,東京都新宿区神楽坂4-3-11 神楽坂つなしょうビル 1F
japanese sake bar kiraz,"bar bar, modern spanish, western food",3.59,meguro station,東京都目黒区三田2-9-5 1Ｆ
sanuki udon onke,udon,3.59,gakugeidaigaku station,東京都目黒区鷹番2-20-19
irumando,cafe,3.59,kodemmacho station,東京都中央区日本橋小伝馬町11-9
lamb meat tenders,"other meat dishes, bistro, steak",3.59,jimbocho station,東京都千代田区神田小川町3-5-3 神保町ＹＭＵビル 1F
pizzeria ciro higashi nakano store,"pizza, italian, croquette fries",3.59,higashinakano station,東京都中野区東中野3-8-3 フェニックスビル1Ｆ
in-camera con terrazza,"italian, pasta, french",3.59,tachikawa minami station,東京都立川市柴崎町3-7-14 植源ビル　２Ｆ
chicken dishes ariake,"izakaya, chicken dishes, ramen",3.59,monzennakacho station,東京都江東区富岡1-14-19 向殿ビル　１Ｆ
gyozakan,"gyoza, chinese food",3.59,hachimanyama station,東京都世田谷区上北沢4-29-19
momentum,"french, vegetable dishes, wine bar",3.59,ebisu station,東京都渋谷区恵比寿3-28-7 ミューリエ恵比寿 1F
tadaya,"motsuyaki, izakaya",3.59,yutenji station,東京都目黒区五本木1-32-28
le pain quotidien tokyo opera city,"cafe, bread, sandwich",3.59,hatsudai station,東京都新宿区西新宿3-20-2 東京オペラシティ 1F
morceau,"french, bistro",3.59,hibiya station,東京都千代田区有楽町1-1-2 東京ミッドタウン日比谷 2F
il bambino main store,"italian, pasta, bistro",3.59,okusawa station,東京都世田谷区奥沢5-13-12 豊嶋ビル　2F
european style curry indira,"european style curry, curry rice",3.59,nishidai station,東京都板橋区高島平1-74-10 日東ビル 1F
nihonbashi tamai nihonbashi muromachi store,conger eel,3.59,shinnihonbashi station,東京都中央区日本橋室町4-3-6
maru ikebukuro main store,"abura soba, tsukemen, ramen",3.59,ikebukuro station,東京都豊島区東池袋1-31-16 東商ビル３　１Ｆ
sushi restaurant mera,sushi,3.59,kyobashi station,東京都中央区京橋2-6-15 ラングタワー京橋　１Ｆ
yukitaka ozaki,"japanese, seafood, steak",3.59,azabujuban station,東京都港区麻布十番3-3-13 M2KステージIII B1F
montambert,"curry rice, bistro, western food",3.59,ebisu station,東京都渋谷区恵比寿1-16-29 デリス第2ビル 1F
hirasawa,ramen,3.59,suidobashi station,東京都千代田区神田三崎町2-16-10
houkiboshi + kanda store,"dandan noodles without soup, dandan noodles, ramen",3.59,kanda station,東京都千代田区内神田3-19-9
sesto granduo tachikawa store,"bread, cafe",3.59,tachikawa station,東京都立川市柴崎町3-2-1 グランデュオ立川 1F
busai ogawaken salon de te shimbashi,"cafe, coffee shop, cake",3.59,shimbashi station,東京都港区新橋2-20-15 新橋駅前ビル1号館 1F
lan ma,"teppanyaki, steak, donburi (others)",3.59,akabanebashi station,東京都港区東麻布1-18-5
sushi onikaita suichi,"sushi, japanese food (other), seafood dishes",3.59,nakameguro station,東京都目黒区上目黒3-9-5 プラージュ目黒 3F
ramen bonito fist,"ramen, tsukemen",3.59,asakusabashi station,東京都台東区浅草橋1-24-5 小島ビル 1F
odenya den,oden,3.59,yotsuya station,東京都新宿区四谷1-8 中川ビル　Ｂ１Ｆ
otsu coffee,"cafe, coffee specialty store",3.59,ochanomizu station,東京都千代田区外神田2-18-13
kawaji,"seafood dishes, seafood dishes",3.59,hamacho station,東京都中央区日本橋浜町2-52-5
shigemori eishindo,"japanese sweets, sweets shop",3.59,suitengumae station,東京都中央区日本橋人形町2-1-1 重盛永信堂ビル 1F
da goto,"italian, wine bar, pasta",3.59,mitsukoshimae station,東京都中央区日本橋室町1-12-10 J1ビル 2F
eiichi,"yakitori, oyakodon",3.59,kyobashi station,東京都中央区京橋1-5-1
napolistaka komazawa store,"pizza, italian, pasta",3.59,komazawadaigaku station,東京都世田谷区上馬4-5-1
sakurai rocha institute,"japanese tea specialty store, bar, shaved ice",3.59,omotesando station,東京都港区南青山5-6-23 スパイラルビル 5F
sweet yui,"sweets shop, shaved ice",3.59,yagawa station,東京都国立市西2-19-12 ヘリオス国立1-B
guangzhou market nishi-shinjuku,"ramen, chinese food, izakaya",3.59,shinjuku station,東京都新宿区西新宿1-12-7 阿部ビル 1F
happy pudding shop mahakala,sweets (other),3.59,nakameguro station,東京都目黒区青葉台1-17-5 メゾン青葉 1F
bear king ramen,ramen,3.59,kokuryo station,東京都調布市国領町1-44-58
reggie,"cafe, sandwiches, cakes",3.59,shinjuku sanchome station,東京都新宿区新宿3-14-1 伊勢丹新宿店 8F
risaburo endo store,"bistro, wine bar, dining bar",3.59,oshiage station,東京都墨田区押上1-33-3
oedo minami aoyama,"eel, japanese cuisine",3.59,gaienmae station,東京都港区南青山2-14-22
restaurant quinbell,"western food, bistro, steak",3.59,ryogoku station,東京都墨田区石原1-25-5
asian curry house,"south asian cuisine (other), curry (other)",3.59,kinshicho station,東京都墨田区江東橋3-9-24
oak noodles,"udon, ramen, soba/udon/noodles (other)",3.59,minami-shinjuku station,東京都渋谷区代々木2-26-2 第2桑野ビル
home roasted coffeean,"coffee shop, coffee shop, cafe",3.59,kasuga station,東京都文京区本郷4-25-11 メゾンベリテ１Ｆ
inaniwa udon tomeshi kaneko hannosuke coredo muromachi store,"udon, tendon/tenju, seafood bowl",3.59,mitsukoshimae station,東京都中央区日本橋室町2-3-1 コレド室町2 B1F
mclean old burger stand,hamburger,3.59,kuramae station,東京都台東区駒形2-2-10 ファンライフ駒形 1F・2F
il boccalone,"italian, pasta, steak",3.59,ebisu station,東京都渋谷区恵比寿1-15-9 シルク恵比寿　１Ｆ
japanese food place ichitaka,"seafood dishes, seafood dishes, japanese dishes, izakaya",3.59,sangenjaya station,東京都世田谷区池尻1-9-4
handmade soba yako,"soba, izakaya",3.59,gakugeidaigaku station,東京都目黒区鷹番3-4-13
kiyosumi shirakawa fujimaru brewery,"italian, wine bar",3.59,kiyosumi shirakawa station,東京都江東区三好2-5-3 清澄白河フジマル醸造所　２F
tonkotsu ramen yokaromon,"ramen, tsukemen, izakaya",3.59,kikugawa station,東京都墨田区緑3-17-8
bar hoshi mons rex,bar,3.59,shimbashi station,東京都中央区銀座8-7-11 ソワレド銀座第2弥生ビル 1F
cafe di festa,"cafe, ice cream, western food",3.59,mitsukoshimae station,東京都中央区日本橋室町2-1-2 日本橋三井タワー 千疋屋総本店 1F
buckwheat master,soba,3.59,asakusa (tobu/toei/metro) station,東京都台東区駒形2-7-3
cadiz bar,bar,3.59,daimon station,東京都港区浜松町 1-24-5 ロマネビル　B1
kitchen nankai jimbocho store,"western food, pork cutlet, curry rice",3.59,jimbocho station,東京都千代田区神田神保町1-39-8 ハウス神保町 1F
tsujita miso chapter tokyo station store,ramen,3.59,tokyo station,東京都千代田区丸の内 1-9-1 東京駅一番街 B1F ラーメンストリート
tokyo soy milk life,"store specializing in chinese tea, sweets (others)",3.59,osaki hirokoji station,東京都品川区西五反田1-20-3 MKYビル 1F
pizzeria tartaruga,pizza,3.59,higashi-koganei station,東京都小金井市梶野町5-6-15
au pain gourmand,"bread, sandwiches, confectionery (others)",3.59,myogadani station,東京都文京区小石川4-21-2 ハイツ小石川　1F
chichica,curry rice,3.59,tachikawa station,東京都立川市錦町1-6-16 豊田ビル B1F
fortin tokyo,"vietnamese cuisine, asian and ethnic cuisine (others)",3.59,ikebukuro station,東京都豊島区東池袋1-12-14 ハヤカワビル B1F
noodle restaurant inosho tachikawa,"ramen, tsukemen",3.59,tachikawa station,東京都立川市錦町1-2-16 立川アーバンホテル　１Ｆ
namala masala,"curry rice, indian curry, shaved ice",3.59,kamata station,東京都大田区西蒲田7-31-9 蒲田TKハイツ 1F
vomero,"pizza, italian, pasta",3.59,higashiginza station,東京都中央区銀座3-12-8 NKCビル 1F
motosaki,"udon, izakaya, set meal/dining room",3.59,koiwa station,東京都江戸川区南小岩6-25-15
impatiens,"korean food, korean hot pot",3.59,azabujuban station,東京都港区麻布十番2-21-12 麻布コート　１Ｆ
merci,"ramen, omelet rice, curry (other)",3.59,waseda (metro) station,東京都新宿区馬場下町63
producers union tonkatsu gensui pork,"pork cutlet, set meal/dining room, natural food",3.59,sangenjaya station,東京都世田谷区三軒茶屋1-40-14 太子堂ハイム 102
shimogamo saryo east hanare,japanese food,3.59,ginza station,東京都中央区銀座5-2-1 東急プラザ銀座 11F
makoroku beef mask jimbocho,"ramen, chinese noodles (others), chinese food",3.59,jimbocho station,東京都千代田区神田神保町1-3-18
hirotomi,"ramen, tsukemen",3.59,keio hachioji station,東京都八王子市明神町3-11-1
late chicken,yakitori,3.59,nogizaka station,東京都港区西麻布1-14-2 疋田ビル 1F
chinese sichuan cuisine,"sichuan cuisine, chinese cuisine, dandan noodles",3.59,shirokanedai station,東京都港区白金台1-1-50 シェラトン都ホテル東京 1F
napre minami aoyama main store,"pizza, italian, pasta",3.59,omotesando station,東京都港区南青山5-6-24 林ビル
restaurant27,"french, western cuisine (other), steak",3.59,tachikawaminami station,東京都立川市柴崎町3-5-2 むつ花ビル　２Ｆ
kayabacho toritoku,"yakitori, eel, chicken dishes",3.59,kayabacho station,東京都中央区日本橋茅場町2-5-6
masubuchi,"japanese cuisine, seafood dishes, izakaya",3.59,okusawa station,東京都世田谷区奥沢2-6-9 マンション神竹 102
smoked,japanese food (other),3.59,akasaka station,東京都港区赤坂2-16-19 赤坂イイヌマビル Ｂ１Ｆ
popular kappo sanshuya iidabashi branch,"izakaya, seafood dishes, loach",3.59,iidabashi station,東京都新宿区下宮比町1-7
sichuan douhua rice soup tokyo branch,"sichuan cuisine, tea and dim sum, chinese cuisine",3.59,tokyo station,東京都千代田区丸の内1-5-1 新丸の内ビルディング 6F
caroline,"cake, chocolate",3.59,nerima kasugacho station,東京都練馬区春日町6-10-28
alley サンキ,chinese cuisine,3.59,soshigaya okura station,東京都世田谷区祖師谷1-8-17
kitaya six people aoyama main store,"japanese sweets, dorayaki",3.59,gaienmae station,東京都港区北青山2-7-18 第一真砂ビル 1F
caixiang dumpling house,"gyoza, izakaya, dim sum/dim sum",3.59,kitasenju station,東京都足立区千住1-39-9
yakiniku ushimitsu ebisu main store,"yakiniku, offal, beef dishes",3.59,ebisu station,東京都渋谷区恵比寿南1-14-12 ル・ソレイユ3 M1F
yamitsuki curry iidabashi branch,curry rice,3.59,iidabashi station,東京都千代田区富士見2-11-12 １F
cafe＆bakery miyabi jimbocho store,"cafe, bread",3.59,jimbocho station,東京都千代田区西神田2-1-13
taishoken iidabashi,"tsukemen, ramen",3.59,iidabashi station,東京都千代田区富士見2-12-16 富士見フラワーホーム　１Ｆ
gaslight kasumigaseki main store,bar,3.59,national diet building station,東京都千代田区霞が関3-3-3 全日通霞ヶ関ビル　１Ｆ
umezu,"motsuyaki, kushiyaki, offal",3.59,kokubunji station,東京都国分寺市本町4-1-7
motsuyaki goen,"izakaya, motsuyaki, yakiton",3.59,jujo station,東京都北区十条仲原1-11-2
standing sushi akira tsukiji branch,standing sushi,3.59,tsukiji station,東京都中央区築地4-7-5
kamon,"teppanyaki, steak",3.59,hibiya station,東京都千代田区内幸町1-1-1 帝国ホテル東京 本館 17F
han lantern,"korean food, yakiniku, korean hotpot",3.59,tsukishima station,東京都中央区月島2-8-12 AS ONE月島 B1F
hand-made soba ginkgo,"soba, fried food, sake bar",3.59,nishi oshima station,東京都江東区大島2-15-3
picassol daikanyama main store,"cakes, breads/sandwiches (other)",3.59,daikanyama station,東京都渋谷区恵比寿南3-7-2 ハイネス代官山　１Ｆ
toya,"chicken dishes, grilled chicken, rice bowl dishes (others)",3.59,tsukiji station,東京都中央区築地6-21-1
sichuan dandan noodles red whale akasaka branch,"dandan noodles, ramen, soupless dandan noodles",3.59,akasaka station,東京都港区赤坂5-4-11 Porte bonheur 1F
weng,japanese food,3.59,ebisu station,東京都渋谷区恵比寿西1-3-10 ファイブアネックス　Ｂ１Ｆ
pizza keberos meiji jingumae store,"pizza, italian, dining bar",3.59,meiji jingumae station,東京都渋谷区神宮前6-12-4 ヒダノビル 1F
five udon stands,"udon, izakaya",3.59,mitaka station,東京都武蔵野市西久保1-6-20 FF三鷹
meet yazawa,hamburger steak,3.59,gotanda station,東京都品川区西五反田2-15-13 ニューハイツ西五反田　１Ｆ
namiki yabusoba,soba,3.59,asakusa (tobu/toei/metro) station,東京都台東区雷門2-11-9
ataraxia,bar,3.59,iidabashi station,東京都新宿区神楽坂4-2 フクイビル B1F
the standard bakers tokyo,"bread, cafe/coffee shop (other)",3.59,tokyo station,東京都千代田区丸の内1-9-1 JR東京駅改札内
akasaka tsutsui main store,"western food, hamburger, omelet rice",3.59,akasaka station,東京都港区赤坂2-22-24 泉赤坂ビル　１Ｆ・Ｂ１Ｆ
maedaya,genghis khan,3.59,nakameguro station,東京都目黒区中目黒1-5-8
mensho taketora main store,"ramen, tsukemen, izakaya",3.59,seibu shinjuku station,東京都新宿区歌舞伎町2-36-3 新宿アシベ会館
bistro carnesio,"bistro, steak, wine bar",3.59,ebisu station,東京都渋谷区恵比寿西1-1-3 第一ビル Ｂ１Ｆ
skelok diner,"cafe, dining bar, bread/sandwiches (other)",3.59,asakusa (tobu/toei/metro) station,東京都台東区花川戸1-11-1 あゆみビル 1F・2F
handmade soba noodles,"soba, udon",3.59,musashiseki station,東京都練馬区石神井台7-9-6
boulangerie la terre tokyo station keiyo street store,"bread, sandwich, cafe",3.59,tokyo station,東京都千代田区丸の内1-9-1 東京駅　改札内 京葉ストリート 1F
the lobby lounge,"lounge, western cuisine (other), asian/ethnic cuisine (other)",3.59,tokyo station,東京都千代田区丸の内1-8-3 丸の内トラストタワー本館 シャングリ・ラ 東京 28Ｆ
sakaeya,curry rice,3.59,shin-okachimachi station,東京都台東区東上野1-6-3
noodle restaurant nakajima,"ramen, chinese food, set meals/dining room",3.59,shibuya station,東京都渋谷区渋谷3-18-7 ナルセビル 1F
jose luis,"spanish cuisine, modern spanish, innovative fusion",3.59,shibuya station,東京都渋谷区渋谷2-24-12 渋谷スクランブルスクエア 13F
tomoe ogawaken meguro store,cake,3.59,gakugeidaigaku station,東京都目黒区目黒本町2-6-14
triangle cafe,"cafe, italian, sweets (other)",3.59,futakotamagawa station,東京都世田谷区玉川3-17-1 玉川高島屋S・C 南館 3F
noodle restaurant mazel,abura soba,3.59,akihabara station,東京都千代田区神田佐久間町1-14 第2東ビル 1F
hirugao tokyo station,ramen,3.59,tokyo station,東京都千代田区丸の内1-9-1 東京駅一番街 B1F 東京ラーメンストリート内
morethan bakery,"bread, sandwich, and tea specialty store",3.59,nishi-shinjuku gochome station,東京都新宿区西新宿4-31-1 HOTEL THE KNOT TOKYO Shinjuku 1F
ramen ren kamata main store,"ramen, izakaya, tsukemen",3.59,kamata station,東京都大田区西蒲田8-22-3 インペリアル蒲田１F
koiwai farm ecute tokyo store,"cake, soft cream",3.59,tokyo station,東京都千代田区丸の内1-9-1 エキュート東京 東京駅改札内 1F サウスコート
matsue ebisu main store,"sushi, seafood dishes",3.59,ebisu station,東京都渋谷区恵比寿南1-2-4
coyacoya,chinese cuisine,3.59,ebisu station,東京都渋谷区広尾1-6-6 第1三輪ビル 1F
ramen musashiya nakano main store,ramen,3.59,shin-nakano station,東京都中野区中央4-4-1 藤晃ビル　１Ｆ
arm,"udon, curry udon",3.59,haneda airport terminal 1 (tokyo monorail) station,東京都大田区羽田空港3-3-2 羽田空港第1旅客ターミナル 2F
unrinbo akihabara store,"dandan noodles, sichuan cuisine",3.59,iwamotocho station,東京都千代田区神田須田町2-12 須田町2丁目共同ビル 1F
shinbashi kamada,"oden, seafood dishes/seafood dishes",3.59,shimbashi station,東京都港区新橋2-11-5 長谷川ビル 1F
opan,bread,3.59,sasazuka station,東京都渋谷区笹塚1-9-9
rosette,french,3.59,nijubashi-mae station,東京都千代田区丸の内2‐1-1 明治生命館　センチュリーコート丸の内　Ｂ１Ｆ
asakusa oden otafuku,"oden, japanese food, izakaya",3.59,asakusa (tsukuba exp) station,東京都台東区千束1-6-2
katsuyoshi shinmaru building store,"tonkatsu, kushiage, curry rice",3.59,otemachi station,東京都千代田区丸の内1-5-1 新丸の内ビルディング 5F
ristorante da toshiyuki,italian,3.59,kojiya station,東京都大田区萩中2-9-2
(the pasta factory) that,"italian, wine bar, pasta",3.59,hongo sanchome station,東京都文京区本郷2-26-11 Kazenビル 1F
soba sankyu,soba,3.59,mitaka station,東京都三鷹市下連雀4-16-48
drambuie,bar,3.59,kitasenju station,東京都足立区千住1-37-1 山本ビル 1F
isehiro teigeki store,"grilled chicken, chicken dishes, izakaya",3.59,hibiya station,東京都千代田区丸の内3-1-1 帝劇ビル B1F
aroma coffee yaesu branch,"coffee specialty store, coffee shop, sandwich",3.59,kyobashi station,東京都中央区八重洲2-1 八重洲地下街 八重洲地下1番通り
indian curry marunouchi,"curry rice, pasta",3.59,tokyo station,東京都千代田区丸の内2-7-3 東京ビルTOKIA B1F
kurumeya,"ramen, tsukemen",3.59,uchisaiwaicho station,東京都港区西新橋1-18-11 ル・グラシエルビル15
someiyoshino,"ramen, tsukemen, izakaya",3.59,kanda station,東京都千代田区内神田1-18-2
uchoten,"western food, hamburger",3.59,toden zoshigaya station,東京都豊島区南池袋2-36-10 SoHo103
kamameshi mutsumi,"kamameshi, japanese cuisine",3.59,asakusa (tsukuba exp) station,東京都台東区浅草3-32-4
alcohol/snacks omata,"izakaya, japanese sake bar, japanese cuisine",3.59,ikebukuro station,東京都豊島区西池袋1-7-8 関ビル　１Ｆ
hasunosato shin-okachimachi main store,"thai food, thai curry, ramen",3.59,shin-okachimachi station,東京都台東区台東4-3-1
tenraiken kamiyacho main store,ramen,3.59,kamiyacho station,東京都港区虎ノ門5-2-7 土井ビル　１Ｆ
mikokoroya,japanese food,3.59,omori station,東京都品川区南大井6-17-19 ペリエ大森101
douart,"french, wine bar, restaurant (other)",3.59,omotesando station,東京都港区北青山3-14-4 イズミビルB1F
gen nakamura,"chinese food, medicinal dishes, hotpot (other)",3.59,ebisu station,東京都渋谷区恵比寿南1-18-11 西田ビル　２０１
sushi hisaichi,sushi,3.59,asakusa (tsukuba exp) station,東京都台東区浅草3-18-8
tonkatsu yamaya ueno,"pork cutlet, set meal/dining room, croquette/fries",3.59,ueno okachimachi station,東京都台東区上野4-5-1
shutoku 3rd store,"sushi, japanese food",3.59,tsukiji station,東京都中央区築地4-14-1 モンテベルテ
ramen machidaya machida main store,ramen,3.59,machida station,東京都町田市原町田3-7-2
miji,"eel, skewers, izakaya",3.59,nakano station,東京都中野区中野5-57-10
full of happiness,"japanese food (other), japanese cuisine",3.59,hiroo station,東京都渋谷区東4-8-1 １Ｆ
boulangerie la saison main store,bread,3.59,sangubashi station,東京都渋谷区代々木4-6-4 エクセレント代々木 1F
patisserie montaigne,"cakes, chocolates, western sweets (other)",3.59,ichigaya station,東京都千代田区九段南3-2-15 富士ビル 1F
chinese kasai jasmine hiroo main store,"chinese cuisine, dumplings, yum cha, desserts",3.59,hiroo station,東京都渋谷区広尾5-22-3 広尾西川ビル 1F
menya homura,ramen,3.59,oimachi station,東京都品川区大井1-53-5
kanda kikukawa hibiya store,"eel, japanese cuisine, seafood dishes",3.59,hibiya station,東京都千代田区丸の内3-1-1 帝劇ビル B2F
red lantern,"offal cuisine, izakaya",3.59,shinjuku gyoemmae station,東京都新宿区新宿1-18-10
sushi koshikawa,"sushi, seafood/seafood dishes, sake bar",3.59,akasaka station,東京都港区赤坂5-4-14 トレ-ド赤坂ビル 2F
